GraphVizId,NodeID,Function,InDegree,OutDegree,DirectCalls,IndirectCalls,BBs,NumLoops,CondBranches,UnCondBranches,Instructions,MemOps,StaticAllocations,DynamicAllocations,BasicMathOps,LogicOps,BitShiftOps,RegisterOps,PortOps,ApiFilesystemCalls,ApiRegistryCalls,ApiNetworkCalls,ApiDLLCalls,ApiObjectCalls,ApiProcessCalls,ApiServiceCalls,ApiSynchronizationCalls,ApiSystemInformationCalls,ApiTimeCalls,code,category,vulnerable,coarse_category,MallocCallCount,FreeCallCount,GepCount,StringFuncCount,IndirectCallInstCount,CmpCount,SelectCount,PhiCount,ReturnCount,SwitchCount,MaxBBsize
n0,0,CWE124_Buffer_Underwrite__wchar_t_declare_ncpy_14_bad,0,4,4,0,3,0,1,1,27,20,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"{
    wchar_t * data;
    wchar_t dataBuffer[100];
    wmemset(dataBuffer, L'A', 100-1);
    dataBuffer[100-1] = L'\0';
    if(globalFive==5)
    {
        
        data = dataBuffer - 8;
    }
    {
        wchar_t source[100];
        wmemset(source, L'C', 100-1); /* fill with 'C's */
        source[100-1] = L'\0'; /* null terminate */
        
        wcsncpy(data, source, 100-1);
        /* Ensure the destination buffer is null terminated */
        data[100-1] = L'\0';
        printWLine(data);
    }
}",Buffer_Underwrite,1,BufferOverflowWrite,0.0,0.0,10.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,13.0
n0,0,CWE195_Signed_to_Unsigned_Conversion_Error__fgets_memmove_03_bad,0,8,8,0,6,0,2,3,40,26,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"{
    int data;
    /* Initialize data */
    data = -1;
    if(5==5)
    {
        {
            char inputBuffer[CHAR_ARRAY_SIZE] = """";
            
            if (fgets(inputBuffer, CHAR_ARRAY_SIZE, stdin) != NULL)
            {
                /* Convert to int */
                data = atoi(inputBuffer);
            }
            else
            {
                printLine(""fgets() failed."");
            }
        }
    }
    {
        char source[100];
        char dest[100] = """";
        memset(source, 'A', 100-1);
        source[100-1] = '\0';
        if (data < 100)
        {
            
            memmove(dest, source, data);
            dest[data] = '\0'; /* NULL terminate */
        }
        printLine(dest);
    }
}",Signed_to_Unsigned_Conversion_Error,1,IntegerArithmetic,0.0,0.0,13.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,12.0
n1,1,CWE401_Memory_Leak__struct_twoIntsStruct_realloc_22_goodB2G1Sink,0,2,2,0,4,0,1,2,12,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{
    {
        
        printLine(""Benign, fixed string"");
    }
    else
    {
        
        free(data);
    }
}",Memory_Leak,0,Resource,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0
n0,0,CWE690_NULL_Deref_From_Return__fopen_42_bad,0,2,2,0,1,0,0,0,8,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{
    FILE * data;
    /* Initialize data */
    data = NULL;
    data = Source(data);
    
    fclose(data);
}",NULL_Deref_From_Return,1,MemoryManagement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0
n1,1,CWE122_Heap_Based_Buffer_Overflow__CWE131_memcpy_66b_goodG2BSink,0,4,4,0,1,0,0,0,23,17,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"{
    int * data = dataArray[2];
    {
        int source[10] = {0};
        
        memcpy(data, source, 10*sizeof(int));
        printIntLine(data[0]);
        free(data);
    }
}",Heap_Based_Buffer_Overflow,0,BufferOverflowWrite,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0
n0,0,CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_connect_socket_01_bad,0,12,12,0,18,1,7,9,94,48,8,1,2,0,0,8,0,0,0,4,0,0,0,0,0,0,0,"{
    int data;
    /* Initialize data */
    data = -1;
    {
#ifdef _WIN32
        WSADATA wsaData;
        int wsaDataInit = 0;
#endif
        int recvResult;
        struct sockaddr_in service;
        SOCKET connectSocket = INVALID_SOCKET;
        char inputBuffer[CHAR_ARRAY_SIZE];
        do
        {
#ifdef _WIN32
            if (WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR)
            {
                break;
            }
            wsaDataInit = 1;
#endif
            
            connectSocket = socket(AF_INET, SOCK_STREAM, IPPROTO_TCP);
            if (connectSocket == INVALID_SOCKET)
            {
                break;
            }
            memset(&service, 0, sizeof(service));
            service.sin_family = AF_INET;
            service.sin_addr.s_addr = inet_addr(IP_ADDRESS);
            service.sin_port = htons(TCP_PORT);
            if (connect(connectSocket, (struct sockaddr*)&service, sizeof(service)) == SOCKET_ERROR)
            {
                break;
            }
            /* Abort on error or the connection was closed, make sure to recv one
             * less char than is in the recv_buf in order to append a terminator */
            recvResult = recv(connectSocket, inputBuffer, CHAR_ARRAY_SIZE - 1, 0);
            if (recvResult == SOCKET_ERROR || recvResult == 0)
            {
                break;
            }
            /* NUL-terminate the string */
            inputBuffer[recvResult] = '\0';
            /* Convert to int */
            data = atoi(inputBuffer);
        }
        while (0);
        if (connectSocket != INVALID_SOCKET)
        {
            CLOSE_SOCKET(connectSocket);
        }
#ifdef _WIN32
        if (wsaDataInit)
        {
            WSACleanup();
        }
#endif
    }
    {
        size_t i;
        int *intPointer;
        
        intPointer = (int*)malloc(data * sizeof(int));
        if (intPointer == NULL) {exit(-1);}
        for (i = 0; i < (size_t)data; i++)
        {
            intPointer[i] = 0; /* Potentially writes beyond the boundary of intPointer */
        }
        printIntLine(intPointer[0]);
        free(intPointer);
    }
}",Integer_Overflow_to_Buffer_Overflow,1,BufferOverflowWrite,1.0,1.0,13.0,1.0,0.0,7.0,0.0,0.0,2.0,0.0,16.0
n5,5,CWE404_Improper_Resource_Shutdown__fopen_w32CloseHandle_64b_goodB2GSink,0,1,1,0,3,0,1,1,16,8,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{
    /* cast void pointer to a pointer of the appropriate type */
    FILE * * dataPtr = (FILE * *)dataVoidPtr;
    /* dereference dataPtr into data */
    FILE * data = (*dataPtr);
    if (data != NULL)
    {
        
        fclose(data);
    }
}",Improper_Resource_Shutdown,0,Resource,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0
n2,2,CWE190_Integer_Overflow__short_rand_square_63b_goodB2GSink,0,4,4,0,4,0,1,2,30,9,3,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,"{
    short data = *dataPtr;
    
    if (abs((long)data) <= (long)sqrt((double)SHRT_MAX))
    {
        short result = data * data;
        printIntLine(result);
    }
    else
    {
        printLine(""data value is too large to perform arithmetic safely."");
    }
}",Integer_Overflow,0,IntegerOverflow,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16.0
n2,2,CWE197_Numeric_Truncation_Error__short_fscanf_22_goodG2B2Source,0,0,0,0,3,0,1,1,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    {
        
        data = CHAR_MAX-5;
    }
    return data;
}",Numeric_Truncation_Error,0,IntegerArithmetic,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0
n5,5,CWE114_Process_Control__w32_char_connect_socket_66b_goodG2BSink,0,4,4,0,4,0,1,2,21,9,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"{
    char * data = dataArray[2];
    {
        HMODULE hModule;
        
        hModule = LoadLibraryA(data);
        if (hModule != NULL)
        {
            FreeLibrary(hModule);
            printLine(""Library loaded and freed successfully"");
        }
        else
        {
            printLine(""Unable to load library"");
        }
    }
}",Process_Control,0,InjectionAPIInput,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,14.0
n0,0,CWE126_Buffer_Overread__malloc_wchar_t_memcpy_17_bad,0,8,8,0,7,1,2,3,47,29,4,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,"{
    int i;
    wchar_t * data;
    data = NULL;
    for(i = 0; i < 1; i++)
    {
        
        data = (wchar_t *)malloc(50*sizeof(wchar_t));
        if (data == NULL) {exit(-1);}
        wmemset(data, L'A', 50-1); /* fill with 'A's */
        data[50-1] = L'\0'; /* null terminate */
    }
    {
        wchar_t dest[100];
        wmemset(dest, L'C', 100-1);
        dest[100-1] = L'\0'; /* null terminate */
        
        memcpy(dest, data, wcslen(dest)*sizeof(wchar_t));
        dest[100-1] = L'\0';
        printWLine(dest);
        free(data);
    }
}",Buffer_Overread,1,BufferOverflowRead,1.0,1.0,11.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,20.0
n0,0,CWE667_Improper_Locking__basic_05_bad,0,6,6,0,5,0,2,1,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    if(staticTrue)
    {
        {
            static stdThreadLock Lock = NULL;
            printLine(""Creating lock..."");
            if (!stdThreadLockCreate(&Lock))
            {
                printLine(""Could not create lock"");
                exit(1);
            }
            printLine(""Acquiring lock..."");
            stdThreadLockAcquire(Lock);
            
        }
    }
}",Improper_Locking,1,Resource,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0
n2,2,CWE190_Integer_Overflow__int_max_postinc_68b_goodB2GSink,0,2,2,0,4,0,1,2,18,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    
    if (data < INT_MAX)
    {
        data++;
        int result = data;
        printIntLine(result);
    }
    else
    {
        printLine(""data value is too large to perform arithmetic safely."");
    }
}",Integer_Overflow,0,IntegerOverflow,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0
n2,2,CWE606_Unchecked_Loop_Condition__char_environment_63b_goodB2GSink,0,2,2,0,9,1,3,5,36,15,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    char * data = *dataPtr;
    {
        int i, n, intVariable;
        if (sscanf(data, ""%d"", &n) == 1)
        {
            
            if (n < MAX_LOOP)
            {
                intVariable = 0;
                for (i = 0; i < n; i++)
                {
                    
                    intVariable++; /* avoid a dead/empty code block issue */
                }
                printIntLine(intVariable);
            }
        }
    }
}",Unchecked_Loop_Condition,0,ControlFlow,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,13.0
n1,1,CWE400_Resource_Exhaustion__fscanf_for_loop_66b_goodG2BSink,0,1,1,0,5,1,1,3,23,11,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{
    int count = countArray[2];
    {
        size_t i = 0;
        
        for (i = 0; i < (size_t)count; i++)
        {
            printLine(""Hello"");
        }
    }
}",Resource_Exhaustion,0,Resource,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.0
n0,0,CWE191_Integer_Underflow__unsigned_int_min_sub_18_bad,0,1,1,0,3,0,0,2,12,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    unsigned int data;
    data = 0;
    goto source;
source:
    
    data = 0;
    goto sink;
sink:
    {
        
        unsigned int result = data - 1;
        printUnsignedLine(result);
    }
}",Integer_Underflow,1,IntegerUnderflow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
n0,0,CWE124_Buffer_Underwrite__malloc_wchar_t_ncpy_04_bad,0,6,6,0,3,0,1,0,33,23,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"{
    wchar_t * data;
    data = NULL;
    if(STATIC_CONST_TRUE)
    {
        {
            wchar_t * dataBuffer = (wchar_t *)malloc(100*sizeof(wchar_t));
            if (dataBuffer == NULL) {exit(-1);}
            wmemset(dataBuffer, L'A', 100-1);
            dataBuffer[100-1] = L'\0';
            
            data = dataBuffer - 8;
        }
    }
    {
        wchar_t source[100];
        wmemset(source, L'C', 100-1); /* fill with 'C's */
        source[100-1] = L'\0'; /* null terminate */
        
        wcsncpy(data, source, 100-1);
        /* Ensure the destination buffer is null terminated */
        data[100-1] = L'\0';
        printWLine(data);
        
    }
}",Buffer_Underwrite,1,BufferOverflowWrite,1.0,0.0,8.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,21.0
n0,0,CWE467_Use_of_sizeof_on_Pointer_Type__short_09_bad,0,4,4,0,5,0,2,1,23,9,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"{
    if(GLOBAL_CONST_TRUE)
    {
        {
            short * Short = NULL;
            
            Short = (short *)malloc(sizeof(Short));
            if (Short == NULL) {exit(-1);}
            *Short = 5;
            printShortLine(*Short);
            free(Short);
        }
    }
}",Use_of_sizeof_on_Pointer_Type,1,MemoryManagement,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,9.0
n5,5,CWE404_Improper_Resource_Shutdown__freopen_w32CloseHandle_63b_goodB2GSink,0,1,1,0,3,0,1,1,13,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{
    FILE * data = *dataPtr;
    if (data != NULL)
    {
        
        fclose(data);
    }
}",Improper_Resource_Shutdown,0,Resource,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0
n0,0,CWE127_Buffer_Underread__CWE839_fscanf_07_bad,0,4,4,0,8,0,3,4,27,10,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"{
    int data;
    /* Initialize data */
    data = -1;
    if(staticFive==5)
    {
        
        fscanf(stdin, ""%d"", &data);
    }
    if(staticFive==5)
    {
        {
            int buffer[10] = { 0 };
            
            if (data < 10)
            {
                printIntLine(buffer[data]);
            }
            else
            {
                printLine(""ERROR: Array index is too big."");
            }
        }
    }
}",Buffer_Underread,1,BufferOverflowRead,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,6.0
n1,1,CWE761_Free_Pointer_Not_at_Start_of_Buffer__wchar_t_connect_socket_68b_goodB2GSink,0,3,3,0,7,1,2,4,28,12,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{
    {
        size_t i;
        
        for (i=0; i < wcslen(data); i++)
        {
            if (data[i] == SEARCH_CHAR)
            {
                printLine(""We have a match!"");
                break;
            }
        }
        free(data);
    }
}",Free_Pointer_Not_at_Start_of_Buffer,0,MemoryManagement,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0
n0,0,CWE126_Buffer_Overread__CWE129_listen_socket_32_bad,0,13,13,0,21,0,9,11,106,56,11,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,"{
    int data;
    int *dataPtr1 = &data;
    int *dataPtr2 = &data;
    /* Initialize data */
    data = -1;
    {
        int data = *dataPtr1;
        {
#ifdef _WIN32
            WSADATA wsaData;
            int wsaDataInit = 0;
#endif
            int recvResult;
            struct sockaddr_in service;
            SOCKET listenSocket = INVALID_SOCKET;
            SOCKET acceptSocket = INVALID_SOCKET;
            char inputBuffer[CHAR_ARRAY_SIZE];
            do
            {
#ifdef _WIN32
                if (WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR)
                {
                    break;
                }
                wsaDataInit = 1;
#endif
                
                listenSocket = socket(AF_INET, SOCK_STREAM, IPPROTO_TCP);
                if (listenSocket == INVALID_SOCKET)
                {
                    break;
                }
                memset(&service, 0, sizeof(service));
                service.sin_family = AF_INET;
                service.sin_addr.s_addr = INADDR_ANY;
                service.sin_port = htons(TCP_PORT);
                if (bind(listenSocket, (struct sockaddr*)&service, sizeof(service)) == SOCKET_ERROR)
                {
                    break;
                }
                if (listen(listenSocket, LISTEN_BACKLOG) == SOCKET_ERROR)
                {
                    break;
                }
                acceptSocket = accept(listenSocket, NULL, NULL);
                if (acceptSocket == SOCKET_ERROR)
                {
                    break;
                }
                /* Abort on error or the connection was closed */
                recvResult = recv(acceptSocket, inputBuffer, CHAR_ARRAY_SIZE - 1, 0);
                if (recvResult == SOCKET_ERROR || recvResult == 0)
                {
                    break;
                }
                /* NUL-terminate the string */
                inputBuffer[recvResult] = '\0';
                /* Convert to int */
                data = atoi(inputBuffer);
            }
            while (0);
            if (listenSocket != INVALID_SOCKET)
            {
                CLOSE_SOCKET(listenSocket);
            }
            if (acceptSocket != INVALID_SOCKET)
            {
                CLOSE_SOCKET(acceptSocket);
            }
#ifdef _WIN32
            if (wsaDataInit)
            {
                WSACleanup();
            }
#endif
        }
        *dataPtr1 = data;
    }
    {
        int data = *dataPtr2;
        {
            int buffer[10] = { 0 };
            
            if (data >= 0)
            {
                printIntLine(buffer[data]);
            }
            else
            {
                printLine(""ERROR: Array index is negative"");
            }
        }
    }
}",Buffer_Overread,1,BufferOverflowRead,0.0,0.0,13.0,2.0,0.0,9.0,0.0,0.0,1.0,0.0,20.0
n0,0,CWE190_Integer_Overflow__short_fscanf_square_14_bad,0,2,2,0,5,0,2,2,24,8,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"{
    short data;
    data = 0;
    if(globalFive==5)
    {
        
        fscanf (stdin, ""%hd"", &data);
    }
    if(globalFive==5)
    {
        {
            
            short result = data * data;
            printIntLine(result);
        }
    }
}",Integer_Overflow,1,IntegerOverflow,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,11.0
n0,0,CWE605_Multiple_Binds_Same_Port__basic_12_bad,0,30,30,0,48,0,22,25,227,112,16,0,4,0,0,15,0,0,0,10,0,0,0,0,0,0,0,"{
    if(globalReturnsTrueOrFalse())
    {
        {
            char data[100] = """";
#ifdef _WIN32
            WSADATA wsaData;
            int wsaDataInit = 0;
#endif
            int recvResult;
            struct sockaddr_in service;
            char *replace;
            SOCKET listenSocket = INVALID_SOCKET;
            SOCKET acceptSocket = INVALID_SOCKET;
            size_t dataLen = strlen(data);
#ifdef _WIN32
            BOOL bOptVal = TRUE;
            int bOptLen = sizeof(BOOL);
#else
            int bOptVal = 1;
            int bOptLen = sizeof(int);
#endif
            do
            {
#ifdef _WIN32
                if (WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR)
                {
                    break;
                }
                wsaDataInit = 1;
#endif
                listenSocket = socket(AF_INET, SOCK_STREAM, IPPROTO_TCP);
                if (listenSocket == INVALID_SOCKET)
                {
                    break;
                }
                
                if (setsockopt(listenSocket, SOL_SOCKET, SO_REUSEADDR, (char*)&bOptVal, bOptLen) != 0)
                {
                    break;
                }
                memset(&service, 0, sizeof(service));
                service.sin_family = AF_INET;
                service.sin_addr.s_addr = INADDR_ANY;
                service.sin_port = htons(TCP_PORT);
                if (bind(listenSocket, (struct sockaddr*)&service, sizeof(service)) == SOCKET_ERROR)
                {
                    break;
                }
                if (listen(listenSocket, LISTEN_BACKLOG) == SOCKET_ERROR)
                {
                    break;
                }
                acceptSocket = accept(listenSocket, NULL, NULL);
                if (acceptSocket == SOCKET_ERROR)
                {
                    break;
                }
                /* Abort on error or the connection was closed */
                recvResult = recv(acceptSocket, data+dataLen, (int)(100-dataLen-1), 0);
                if (recvResult == SOCKET_ERROR || recvResult == 0)
                {
                    break;
                }
                /* Append null terminator */
                data[recvResult] = '\0';
                /* Eliminate CRLF */
                replace = strchr(data, '\r');
                if (replace)
                {
                    *replace = '\0';
                }
                replace = strchr(data, '\n');
                if (replace)
                {
                    *replace = '\0';
                }
            }
            while (0);
            if (listenSocket != INVALID_SOCKET)
            {
                CLOSE_SOCKET(listenSocket);
            }
            if (acceptSocket != INVALID_SOCKET)
            {
                CLOSE_SOCKET(acceptSocket);
            }
#ifdef _WIN32
            if (wsaDataInit)
            {
                WSACleanup();
            }
#endif
            printLine(data);
        }
    }
    else
    {
        {
            char data[100] = """";
#ifdef _WIN32
            WSADATA wsaData;
            int wsaDataInit = 0;
#endif
            int recvResult;
            struct sockaddr_in service;
            char *replace;
            SOCKET listenSocket = INVALID_SOCKET;
            SOCKET acceptSocket = INVALID_SOCKET;
            size_t dataLen = strlen(data);
            do
            {
#ifdef _WIN32
                if (WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR)
                {
                    break;
                }
                wsaDataInit = 1;
#endif
                listenSocket = socket(AF_INET, SOCK_STREAM, IPPROTO_TCP);
                if (listenSocket == INVALID_SOCKET)
                {
                    break;
                }
                
                memset(&service, 0, sizeof(service));
                service.sin_family = AF_INET;
                service.sin_addr.s_addr = INADDR_ANY;
                service.sin_port = htons(TCP_PORT);
                if (bind(listenSocket, (struct sockaddr*)&service, sizeof(service)) == SOCKET_ERROR)
                {
                    break;
                }
                if (listen(listenSocket, LISTEN_BACKLOG) == SOCKET_ERROR)
                {
                    break;
                }
                acceptSocket = accept(listenSocket, NULL, NULL);
                if (acceptSocket == SOCKET_ERROR)
                {
                    break;
                }
                /* Abort on error or the connection was closed */
                recvResult = recv(acceptSocket, data+dataLen, (int)(100-dataLen-1), 0);
                if (recvResult == SOCKET_ERROR || recvResult == 0)
                {
                    break;
                }
                /* Append null terminator */
                data[recvResult] = '\0';
                /* Eliminate CRLF */
                replace = strchr(data, '\r');
                if (replace)
                {
                    *replace = '\0';
                }
                replace = strchr(data, '\n');
                if (replace)
                {
                    *replace = '\0';
                }
            }
            while (0);
            if (listenSocket != INVALID_SOCKET)
            {
                CLOSE_SOCKET(listenSocket);
            }
            if (acceptSocket != INVALID_SOCKET)
            {
                CLOSE_SOCKET(acceptSocket);
            }
#ifdef _WIN32
            if (wsaDataInit)
            {
                WSACleanup();
            }
#endif
            printLine(data);
        }
    }
}",Multiple_Binds_Same_Port,1,Resource,0.0,0.0,32.0,10.0,0.0,22.0,0.0,0.0,1.0,0.0,19.0
n0,0,CWE122_Heap_Based_Buffer_Overflow__c_CWE193_wchar_t_memmove_05_bad,0,7,7,0,5,0,2,1,32,17,3,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,"{
    wchar_t * data;
    data = NULL;
    if(staticTrue)
    {
        
        data = (wchar_t *)malloc(10*sizeof(wchar_t));
        if (data == NULL) {exit(-1);}
    }
    {
        wchar_t source[10+1] = SRC_STRING;
        /* Copy length + 1 to include NUL terminator from source */
        
        memmove(data, source, (wcslen(source) + 1) * sizeof(wchar_t));
        printWLine(data);
        free(data);
    }
}",Heap_Based_Buffer_Overflow,1,BufferOverflowWrite,1.0,1.0,6.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,17.0
n0,0,CWE122_Heap_Based_Buffer_Overflow__c_CWE193_wchar_t_cpy_05_bad,0,6,6,0,5,0,2,1,26,16,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"{
    wchar_t * data;
    data = NULL;
    if(staticTrue)
    {
        
        data = (wchar_t *)malloc(10*sizeof(wchar_t));
        if (data == NULL) {exit(-1);}
    }
    {
        wchar_t source[10+1] = SRC_STRING;
        
        wcscpy(data, source);
        printWLine(data);
        free(data);
    }
}",Heap_Based_Buffer_Overflow,1,BufferOverflowWrite,1.0,1.0,5.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,11.0
n0,0,CWE127_Buffer_Underread__char_declare_cpy_34_bad,0,4,4,0,1,0,0,0,28,24,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"{
    char * data;
     myUnion;
    char dataBuffer[100];
    memset(dataBuffer, 'A', 100-1);
    dataBuffer[100-1] = '\0';
    
    data = dataBuffer - 8;
    myUnion.unionFirst = data;
    {
        char * data = myUnion.unionSecond;
        {
            char dest[100*2];
            memset(dest, 'C', 100*2-1); /* fill with 'C's */
            dest[100*2-1] = '\0'; /* null terminate */
            
            strcpy(dest, data);
            printLine(dest);
        }
    }
}",Buffer_Underread,1,BufferOverflowRead,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0
n1,1,CWE122_Heap_Based_Buffer_Overflow__c_CWE805_wchar_t_ncat_68b_goodG2BSink,0,4,4,0,1,0,0,0,17,15,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"{
    {
        wchar_t source[100];
        wmemset(source, L'C', 100-1); /* fill with L'C's */
        source[100-1] = L'\0'; /* null terminate */
        
        wcsncat(data, source, 100);
        printWLine(data);
        free(data);
    }
}",Heap_Based_Buffer_Overflow,0,BufferOverflowWrite,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0
n0,0,CWE197_Numeric_Truncation_Error__int_connect_socket_to_char_16_bad,0,9,9,0,14,0,5,8,66,35,6,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,"{
    int data;
    /* Initialize data */
    data = -1;
    while(1)
    {
        {
#ifdef _WIN32
            WSADATA wsaData;
            int wsaDataInit = 0;
#endif
            int recvResult;
            struct sockaddr_in service;
            SOCKET connectSocket = INVALID_SOCKET;
            char inputBuffer[CHAR_ARRAY_SIZE];
            do
            {
#ifdef _WIN32
                if (WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR)
                {
                    break;
                }
                wsaDataInit = 1;
#endif
                
                connectSocket = socket(AF_INET, SOCK_STREAM, IPPROTO_TCP);
                if (connectSocket == INVALID_SOCKET)
                {
                    break;
                }
                memset(&service, 0, sizeof(service));
                service.sin_family = AF_INET;
                service.sin_addr.s_addr = inet_addr(IP_ADDRESS);
                service.sin_port = htons(TCP_PORT);
                if (connect(connectSocket, (struct sockaddr*)&service, sizeof(service)) == SOCKET_ERROR)
                {
                    break;
                }
                /* Abort on error or the connection was closed, make sure to recv one
                 * less char than is in the recv_buf in order to append a terminator */
                recvResult = recv(connectSocket, inputBuffer, CHAR_ARRAY_SIZE - 1, 0);
                if (recvResult == SOCKET_ERROR || recvResult == 0)
                {
                    break;
                }
                /* NUL-terminate the string */
                inputBuffer[recvResult] = '\0';
                /* Convert to int */
                data = atoi(inputBuffer);
            }
            while (0);
            if (connectSocket != INVALID_SOCKET)
            {
                CLOSE_SOCKET(connectSocket);
            }
#ifdef _WIN32
            if (wsaDataInit)
            {
                WSACleanup();
            }
#endif
        }
        break;
    }
    {
        
        char charData = (char)data;
        printHexCharLine(charData);
    }
}",Numeric_Truncation_Error,1,IntegerArithmetic,0.0,0.0,11.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,16.0
n1,1,CWE121_Stack_Based_Buffer_Overflow__CWE193_char_alloca_memmove_66b_goodG2BSink,0,4,4,0,1,0,0,0,20,17,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{
    char * data = dataArray[2];
    {
        char source[10+1] = SRC_STRING;
        /* Copy length + 1 to include NUL terminator from source */
        
        memmove(data, source, (strlen(source) + 1) * sizeof(char));
        printLine(data);
    }
}",Stack_Based_Buffer_Overflow,0,BufferOverflowWrite,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0
